Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/22/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Austria,AUT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2295082,26.2295082,,26.77595628,26.77595628,,33.87978142,33.87978142,33.87978142,32.24043716,32.78688525,27.32240437,27.86885246,27.86885246,27.86885246,27.86885246,33.33333333,32.24043716,30.6010929,30.6010929,34.42622951,34.42622951,39.3442623,39.3442623,40.43715847
Azerbaijan,AZE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,,10.48387097,10.48387097,10.48387097,10.48387097,13.04347826,11.29032258,11.38211382,11.38211382,11.38211382,16,16,16,15.57377049,15.57377049,16.93548387,16.8,16.8,16.8,16.80672269,17.3553719,18.18181818
Burundi,BDI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86440678,5.982905983,14.40677966,14.40677966,18.43575419,18.43575419,18.43575419,30.50847458,30.50847458,30.50847458,30.50847458,31.3559322,32.0754717,30.47619048,30.47619048,30.47619048,30.47619048,36.36363636,36.36363636,36.36363636,36.36363636,36.36363636,38.21138211,38.21138211
Belgium,BEL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.66666667,12.66666667,23.33333333,23.33333333,23.33333333,23.33333333,35.33333333,34.66666667,34.66666667,34.66666667,35.33333333,35.33333333,38,39.33333333,38,38,38,39.33333333,39.33333333,39.33333333,38,38,42,41.33333333,42
Benin,BEN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.228915663,7.228915663,6.024096386,6.024096386,6.024096386,6.024096386,6.024096386,7.228915663,7.228915663,7.228915663,10.84337349,10.84337349,10.84337349,10.84337349,8.43373494,8.43373494,8.43373494,8.43373494,7.228915663,7.228915663,7.228915663,7.228915663,7.228915663,7.228915663,8.43373494
Burkina Faso,BFA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.009009009,8.108108108,8.108108108,8.108108108,8.108108108,11.71171171,11.71171171,11.71171171,11.71171171,11.71171171,15.31531532,15.31531532,15.31531532,15.31531532,15.31531532,15.7480315,15.7480315,,9.448818898,9.448818898,11.02362205,11.02362205,13.38582677,6.299212598,6.299212598
Bangladesh,BGD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.090909091,9.090909091,9.090909091,9.090909091,,2,2,2,14.7826087,15.07246377,,6.333333333,18.55072464,18.55072464,19.71428571,19.71428571,19.71428571,19.82758621,20,20,20.28571429,20.28571429,20.63037249,20.91690544,20.85714286
Bulgaria,BGR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.83333333,10.83333333,10.83333333,10.83333333,26.25,26.25,26.25,26.25,22.08333333,22.08333333,21.66666667,21.66666667,20.83333333,20.83333333,20.83333333,22.91666667,24.58333333,20,20.41666667,20.41666667,23.75,23.75,25.83333333,26.66666667,23.75
Bahrain,BHR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.5,2.5,2.5,2.5,2.5,10,10,10,7.5,7.5,7.5,7.5,15,15,15,15
"Bahamas, The",BHS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,15,,20,20,20,20,12.19512195,12.19512195,12.19512195,12.19512195,12.19512195,13.15789474,13.15789474,13.15789474,13.15789474,13.15789474,12.82051282,12.82051282,12.82051282,12.82051282,17.94871795
Bosnia and Herzegovina,BIH,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.142857143,,16.66666667,16.66666667,16.66666667,14.28571429,11.9047619,11.9047619,19.04761905,16.66666667,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143,26.19047619,26.19047619
Belarus,BLR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30927835,10.30927835,10.30927835,29.35779817,29.09090909,29.09090909,29.09090909,31.81818182,31.81818182,31.81818182,31.81818182,26.60550459,26.60550459,26.60550459,27.27272727,34.54545455,34.54545455,34.54545455,40,40,40
Belize,BLZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.448275862,3.448275862,6.896551724,6.896551724,6.896551724,6.896551724,3.333333333,6.666666667,6.666666667,6.666666667,3.333333333,0,0,0,0,3.125,3.125,3.125,3.125,3.125,9.375,9.375,9.375,9.677419355,12.5
Bermuda,BMU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.53846154,11.53846154,11.53846154,18.46153846,18.46153846,19.23076923,16.92307692,16.92307692,16.92307692,16.92307692,22.30769231,25.38461538,25.38461538,25.38461538,25.38461538,53.07692308,53.07692308,53.07692308,53.07692308,53.07692308,53.07692308,46.15384615,46.15384615
Brazil,BRA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.627680312,6.627680312,5.653021442,5.653021442,6.822612086,6.237816764,8.576998051,8.576998051,8.576998051,8.771929825,8.966861598,8.966861598,8.771929825,8.576998051,8.576998051,8.576998051,8.576998051,9.941520468,9.941520468,9.941520468,10.72124756,15.00974659,15.00974659,14.61988304,15.20467836
Barbados,BRB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.71428571,10.71428571,10.71428571,10.71428571,10.71428571,10.71428571,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,10,10,10,10,10,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,20,20,20,20
Brunei Darussalam,BRN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.451612903,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091
Bhutan,BTN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,9.333333333,9.333333333,9.333333333,9.333333333,9.210526316,9.333333333,2.666666667,2.666666667,8.510638298,8.510638298,8.510638298,8.510638298,8.510638298,6.382978723,8.510638298,8.510638298,8.510638298,8.510638298,14.89361702,14.89361702,14.89361702,17.0212766
Botswana,BWA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.510638298,8.510638298,,17.0212766,17.0212766,17.0212766,17.0212766,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,7.936507937,7.936507937,7.936507937,7.936507937,7.936507937,9.523809524,9.523809524,9.523809524,9.523809524,9.523809524,10.76923077,10.76923077,10.76923077
Central African Republic,CAF,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.529411765,3.529411765,7.339449541,7.339449541,7.339449541,7.339449541,,,10.47619048,10.47619048,10.47619048,10.47619048,9.615384615,9.615384615,12.5,12.5,,,,7.194244604,8.571428571,8.571428571,8.571428571,8.571428571,12.85714286
Canada,CAN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.59800664,20.59800664,20.59800664,,20.59800664,20.59800664,20.59800664,21.1038961,21.1038961,20.77922078,21.31147541,22.07792208,22.07792208,22.07792208,24.75570033,24.67532468,24.67532468,25.08143322,26.03550296,26.03550296,26.26865672,26.94610778,28.99408284,28.99408284,30.47337278
Central Europe and the Baltics,CEB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48243359,10.96829477,11.48243359,12.96008294,15.56683587,16.11675127,16.26751017,17.14164185,16.72340426,17.09910676,16.84389621,16.81528662,17.07006369,17.02760085,18.4333759,19.26718814,19.21020156,19.70509383,20.11648746,19.89247312,22.30448866,22.72096252,23.69273484,24.98843128,24.21296296
Switzerland,CHE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,22.5,23,23,23,25,25,25,25,28.5,28.5,29,29,28.5,29,31,31,32,32,32.5,32.5,41.5,41.5,42.5
Channel Islands,CHI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,10.83333333,10.83333333,10.83333333,10.83333333,12.5,12.5,12.5,15,15,15,15,14.16666667,14.16666667,14.16666667,14.16666667,15.83333333,15.83333333,15.83333333,15.83333333,,22.58064516,22.58064516,22.58064516,35.48387097
China,CHN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.81940248,21.81940248,21.78284182,21.78284182,21.78284182,20.23450586,20.23450586,20.26845638,20.26845638,20.62099224,21.32574489,21.32574489,21.32574489,21.32303559,21.32303559,23.40140609,23.40140609,23.62284556,23.62284556,24.24760602,24.89932886,24.94117647,24.94117647,24.94117647
Cote d'Ivoire,CIV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,,8.520179372,8.520179372,8.520179372,8.520179372,8.520179372,8.520179372,8.866995074,8.866995074,8.866995074,8.866995074,11.02362205,10.44176707,10.44176707,9.448818898,9.163346614,9.163346614,10.58823529,10.58823529,10.98039216,11.37254902,14.17322835
Cameroon,CMR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,13.88888889,13.88888889,13.88888889,13.88888889,13.88888889,13.88888889,31.11111111,31.11111111,31.11111111,31.11111111,31.11111111,31.11111111,31.11111111,33.88888889,33.88888889
"Congo, Dem. Rep.",COD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,8.4,8.4,8.4,8.4,8.4,,8.943089431,8.943089431,10.64257028,8.943089431,8.943089431,8.943089431,8.943089431,10,12.8,12.8
"Congo, Rep.",COG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,,8.527131783,8.527131783,8.527131783,8.527131783,7.299270073,7.299270073,7.299270073,7.299270073,7.299270073,7.352941176,7.352941176,7.352941176,7.352941176,7.352941176,11.25827815,11.25827815,11.25827815,11.25827815,11.25827815
Colombia,COL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.65644172,,11.80124224,11.80124224,11.80124224,12.04819277,12.04819277,12.04819277,12.12121212,8.43373494,8.43373494,8.43373494,8.43373494,12.65060241,12.12121212,12.12121212,12.12121212,19.87951807,19.87951807,19.87951807,18.6746988,18.12865497,18.71345029,18.34319527,18.82352941
Comoros,COM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,0,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,6.060606061,6.060606061,6.060606061,16.66666667,16.66666667
Cabo Verde,CPV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,15.27777778,18.05555556,18.05555556,18.05555556,18.05555556,20.83333333,20.83333333,20.83333333,20.83333333,20.83333333,23.61111111,23.61111111,23.61111111,23.61111111,25,38.88888889
Costa Rica,CRI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.78947368,19.29824561,19.29824561,19.29824561,19.29824561,35.0877193,35.0877193,35.0877193,35.0877193,38.59649123,36.84210526,36.84210526,36.84210526,38.59649123,38.59649123,38.59649123,38.59649123,33.33333333,33.33333333,33.33333333,35.0877193,45.61403509,45.61403509,45.61403509,45.61403509
Caribbean small states,CSS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.57024793,12.02346041,12.91139241,13.22580645,14.61538462,,15.93533487,17.82407407,17.82407407,17.24137931,18.09954751,17.48878924,17.38148984,15.24663677,15.84821429,16.17977528,17.07865169,17.15575621,19.7309417,20.40358744,21.25279642,21.92393736,22.5950783,25.5033557,25.89285714
Cuba,CUB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75042445,27.62063228,27.62063228,27.62063228,27.62063228,27.62063228,35.96059113,35.96059113,35.96059113,35.96059113,35.96059113,43.15960912,43.15960912,43.15960912,45.221843,45.221843,48.85620915,48.85620915,48.85620915,48.85620915,48.85620915,53.2231405,53.2231405,53.2231405,53.41296928
Curacao,CUW,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.357142857,5.357142857,5.357142857,7.142857143,10.71428571,10.71428571,10.71428571,16.07142857,16.07142857,14.28571429,14.28571429,14.28571429,12.5,12.5,10.71428571,10.71428571,10.71428571,12.5,12.5,17.85714286,17.85714286,17.85714286,17.85714286,19.64285714,14.28571429
Czechia,CZE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,15,17,17,17,17,15.5,15.5,15.5,15.5,22,22,22,19.5,19.5,20,20,22,22,22.5,22.5,25
Germany,DEU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19047619,26.19047619,30.94170404,30.94170404,31.08108108,32.17247098,32.17247098,32.75,31.75895765,31.59609121,31.64763458,32.18954248,32.79742765,32.79742765,32.90322581,32.90322581,36.45007924,36.45007924,36.45007924,36.45007924,30.74753173,30.74753173,30.88857546,31.17066291,34.91847826
Djibouti,DJI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10.76923077,10.76923077,10.76923077,10.76923077,13.84615385,13.84615385,13.84615385,13.84615385,13.84615385,13.84615385,12.72727273,12.72727273,12.72727273,12.72727273,10.76923077,26.15384615,26.15384615,26.15384615,26.15384615
Dominica,DMA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.375,9.375,9.375,,18.75,18.75,18.75,19.35483871,12.90322581,12.90322581,16.12903226,18.75,14.28571429,12.5,12.5,12.5,12.5,12.90322581,21.875,21.875,25,25,25,34.375,34.375
Denmark,DNK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.96089385,37.4301676,37.4301676,37.4301676,,37.98882682,37.98882682,37.98882682,36.87150838,36.87150838,37.98882682,37.98882682,37.98882682,37.98882682,39.10614525,39.10614525,39.10614525,39.10614525,37.4301676,37.4301676,37.4301676,37.4301676,39.10614525,39.66480447,39.66480447
Dominican Republic,DOM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66666667,16.10738255,16.10738255,16.10738255,16.10738255,17.33333333,17.33333333,17.33333333,17.33333333,19.66292135,19.66292135,19.66292135,19.66292135,20.76502732,20.76502732,20.76502732,20.76502732,20.76502732,20.76502732,26.84210526,26.84210526,26.84210526,26.84210526,27.89473684,27.89473684
Algeria,DZA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.157894737,3.157894737,3.157894737,3.421052632,3.421052632,6.16966581,6.16966581,6.16966581,6.16966581,6.16966581,7.712082262,7.712082262,7.712082262,7.712082262,7.969151671,31.6017316,31.6017316,31.6017316,31.6017316,31.6017316,25.75757576,25.75757576,25.75757576,25.75757576,8.108108108
East Asia & Pacific (excluding high income),EAP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.55048432,18.54304636,17.27748691,17.56994404,18.16738129,16.81230339,17.14856967,17.25244499,17.6120842,17.98785236,18.25089161,18.50709439,17.89643538,17.88547526,18.19486296,19.27262314,19.01785714,19.71467598,19.85107967,20.10990643,20.60686404,20.83745933,21.50785642,21.53867911
Early-demographic dividend,EAR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.331444117,8.843106181,8.808977917,9.673024523,9.521619135,11.08855048,11.2659116,12.14594807,12.88688283,13.43156702,14.72120394,15.5450937,16.98824374,17.42120843,17.55779702,19.2942011,20.06927073,21.07317959,22.16251274,22.34532129,22.30537634,22.78959395,22.94855166,24.45091294,24.27935943
East Asia & Pacific,EAS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04683196,16.84560714,16.35759756,16.55372701,17.21675872,16.06960082,16.62534256,16.90890215,17.28579176,17.75023078,17.9584866,18.33398718,17.76942356,17.69867754,17.85670394,18.82742549,18.59551274,19.28737413,19.42618807,19.81060606,20.23570712,20.50381494,21.33004926,21.38448505
